paper,case.study,old.case.study,new.case.study,efres.division.code,efres.group.code,efres.division,efres.group,efres.class,variable,sign,country,country2,continent,experiment.type,system.type,exper.system,experiment.design,other.fb,taxa,genera,order,origin,size.area,tank.size,water.volume,water.depth,sediment.depth,chlorophyll,nitrogen,phosphorous,carbon,o2,temperature,pH,soft.tissue,dry.weight,weight.g.m2,total.weight,number.fb,density.fb.volume,density.fb.area,length,test,significant,N_effect,X_effect,S_effect,SE_effect,N_ctr,X_ctr,S_ctr,SE_ctr,mul.out,yi,vi
P3070,P3070.1,P3070.1.7.,P3070.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Elliptio.complanata,Elliptio,Unionida,native,na,500,na,na,na,0,na,1.7,na,11.74,24.15,7.54,na,na,na,na,75,na,na,na,t.test,Y,32,0.056,0.444,0.111,22,6.5,0.2,0.0816,3070.2,7.657897975,1.570176414
P2117,P2117.2,P2117.2.2,P2117.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4,na,0,0.02,na,na,na,na,18,na,na,na,na,na,na,na,1300,2.2,anova,Y,48,0.031,0.0125,0.0051,48,0.0064,0.0156,0.0064,2117.1,-4.651587459,0.514965616
P3537,P3537.1,na,P3537.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,SRP.concentration.system,-1,Canada,Canada,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,1.8,1.5,na,na,na,na,na,na,14,na,na,0.23,28.7,na,na,na,95,na,t.test,Y,4,3.53,0.45,0.225,3,1.62,0,0,na,-4.614361445,1.934546568
P4135,P4135.2,P4135.2.1,P4135.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,SRP.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,4.91,50000,na,na,0,na,0,na,na,23.7,na,na,0.02,1.65,na,na,na,na,2,anova,Y,14,0.54,0.1,0.0378,50,0.09,0.1375,0.03,4135.1,-2.705802127,0.189231049
P3162,P3162.1,na,P3162.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,200,na,na,na,na,na,na,na,20,na,na,na,na,na,50,0.25,na,na,anova,Y,16,28.24,1.18,0.59,16,25.38,2.64,1.32,3162.1,-1.94328829,0.273396164
P605,P605.1,P605.1,P605.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.removal.rate.system,1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.24,na,3.5,0.04,na,na,na,na,na,na,na,na,na,na,na,na,na,1586,na,anova,Y,378,3,19.44,1,108,7.09,6.2354,0.6,na,-0.234614786,0.011924506
P1424,P1424.1,P1424.1.2,P1424.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.01,na,na,na,na,na,na,na,na,23.8,na,na,na,na,na,9,na,na,na,anova,N,1,560,0,0,3,567,34,19.6299,na,0.117647059,0.437104253
P5051,P5051.1,P5051.1.2,P5051.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,2827,1,na,1.8,na,0,na,0.01,na,5.5,25.7,7.5,na,1.2,na,na,162,na,0.23,1.22,anova,Y,4,2.13,0.45,0.225,4,2.5965,0.1602,0.0801,na,1.201006081,0.468222809
P1115,P1115.1,P1115.1.19,P1115.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.excretion.rate.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,0.5,na,0,na,na,na,na,na,22,na,na,na,na,na,15,30,na,2,na,na,40,0.0003,0.0003,0.0001,4,0,0,0,1115.1,-4.349173579,0.918418061
P3411,P3411.1,na,P3411.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO3.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,1.35,0.15,0.15,na,na,na,na,na,20,na,na,na,na,na,na,na,8500,1.35,anova,Y,6,1.4,0.26,0.15,6,0.6,0.1732,0.1,3411.1,-3.98398857,1.136518243
P3536,P3536.4,P3536.4.1,P3536.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Biodeposition.rate.system,-1,Canada,Canada,NorthAm,Lab,na,Lab,Independent,na,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,12.5,41.7,na,2,na,na,63,5.2,2.3,0.7667,54,0,0,0,3536.3,-2.934518616,0.121562806
P3536,P3536.3,P3536.3.1,P3536.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Biodeposition.rate.system,-1,Canada,Canada,NorthAm,Lab,na,Lab,Independent,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,12.5,41.7,na,2,na,na,63,10.9,8.7,2.9,54,0,0,0,3536.2,-2.811267184,0.107047294
P4471,P4471.1,P4471.1.1,P4471.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Dreissena.spp,Dreissena,Myida,non.native,225,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,30800,na,na,na,na,na,24,26,6.928,2,10,0.05,0.0224,0.01,4471.1,-2.742926432,0.327975219
P643,P643.2,P643.2.3,P643.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NH4.flux.system,-1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4000,0.61,na,na,na,na,na,10.6,12,na,na,na,na,na,na,na,200000,na,anova,Y,4,0.159,0.16,0.082,18,0,0,0,na,-2.468414069,0.421268258
P2119,P2119.2,P2119.2.6,P2119.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.content.system,-1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4,na,0.08,na,na,na,na,na,18,na,na,na,na,na,23,5.75,na,2.1,anova,Y,27,23,2.598,1.5,27,13.5,2.0785,1.2,2119.1,-1.507093507,0.614259873
P3405,P3405.1,P3405.9,P3405.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Nutrient.flux,-1,Canada,Canada,NorthAm,Lab,na,Lab,Repeated,na,Several,Several,Myida,non.native,na,na,na,0.31,0,na,na,na,na,11.3,17,na,na,na,na,na,87400,0.07,23000,2.75,na,na,12,0.0001,0.0002,0,1,0,0,0,na,-0.465116279,0.945764169
P3098,P3098.2,P3098.2.1,P3098.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,Canada,Canada,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,40,na,na,na,na,0.05,na,na,na,na,na,na,na,na,10,0.25,na,2.25,anova,Y,6,31.34,2.03,1.4354,3,0,0,0,3098.1,0,0
P3411,P3411.2,na,P3411.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,1.35,0.15,0.15,na,na,na,na,na,20,na,na,na,na,na,na,na,8500,1.35,anova,Y,3,8,2.08,1.2,3,4,3.4641,2,na,1.120004864,0.531200908
P4803,P4803.1,P4803.1.2,P4803.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Clearance.rate.system.sestons,1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,na,na,na,0.000179,na,na,na,na,2,na,na,na,19.81,na,4.5,na,na,2.26,na,na,28,4.88,0.74,0.37,7,0.12,0,0,4803.1,3.56277526,0.697199978
P643,P643.2,P643.2.2,P643.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO3.N.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4000,0.61,na,na,na,na,na,10.6,12,na,na,na,na,na,na,na,200000,na,anova,Y,8,0.701,0.1,0.051,36,0.02,0.0424,0.01,643.1,42.03241335,56.66577289
P4359,P4359.1,P4359.1.3,P4359.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.concentration.system,-1,Canada,Canada,NorthAm,Meso,na,Meso,Repeated,Y,Elliptio.complanata,Elliptio,Unionida,native,na,0.19,17.5,na,na,na,na,na,na,na,na,na,na,na,na,na,0.4,0.02,2,7.8,na,na,80,0.55,0.57,0.09,11,0,0,0,4359.1,-0.538050584,0.129156543
P197,P197.2,na,P197.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.excretion.rate.system,-1,USA,USA,NorthAm,Field,River,RiverField,Independent,na,Several,Several,Unionida,native,na,na,na,na,na,na,0.35,0.03,na,na,30,7.5,na,na,na,na,14,na,na,na,na,na,3,1.597,0.083,0.0479,3,1.3533,0.0404,0.0233,na,-2.986834465,1.170098343
P1944,P1944.1,P1944.1.3,P1944.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO2.flux.system,-1,USA,USA,NorthAm,Field,River,RiverField,Independent,Y,Pyganodon.grandis,Pyganodon,Unionida,native,1800,na,na,na,na,0.03,na,0.48,na,9.92,23.4,na,na,6.1,na,na,na,na,na,na,anova,Y,9,750,433.01,250,9,0,173.2051,100,1944.1,-2.224857618,0.500541903
P1242,P1242.2,P1242.1.3,P1242.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NH3.concentration.system,-1,USA,USA,NorthAm,Field,River,RiverField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,2250000000,na,na,na,na,0.05,na,0.08,na,8.7,na,8.1,na,na,na,na,na,na,na,na,manova,Y,18,153,32,10.6667,26,43,14,3.8829,1242.1,-1.765833409,0.259643094
P1242,P1242.3,P1242.2.2,P1242.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,2250000000,na,na,na,na,0.05,na,0.08,na,8.7,na,8.1,na,na,na,na,na,na,na,na,manova,Y,18,5.4,0.6,0.2,26,8.7,1.2,0.3328,1242.2,0.058150741,0.256099884
P604,P604.2,P604.2.4,P604.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,USA,USA,NorthAm,Field,River,RiverField,Independent,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,12.95,na,na,na,na,na,na,na,na,600,na,anova,N,216,12.86,9.85,0.67,108,4.59,3.0138,0.29,na,1.002019033,0.015373662
P604,P604.3,P604.3.5,P604.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Denitrification.rate.system,-1,USA,USA,NorthAm,Field,River,RiverField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,12.95,na,na,na,na,na,na,na,na,600,na,anova,Y,1944,109.7,93,15.5,699,32.82,196.4146,18.9,604.1,2.409748057,0.059626247
P707,P707.2,P707.2,P707.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,34000000000,na,na,7,na,na,na,na,na,na,22,na,na,na,na,na,na,na,na,na,na,na,112,89.254,7.648,0.7227,16,23,4.5,1.125,na,8.967295559,0.384689979
P1993,P1993.1,P1993.1.22,P1993.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Concentration.inorganic.matter.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Margaritifera.falcata,Margaritifera,Unionida,native,na,0.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10,na,188,na,anova,Y,233,7.625,3.21,1.6055,233,4.5892,0.3399,0.17,1993.1,-1.328438054,0.086543494
P4440,P4440.1,"P4440.1,1",P4440.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Organic.matter.concentration.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Repeated,Y,Several,Several,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,5.91,na,na,na,10,na,40,na,anova,Y,15,0.0005,0,0,30,1,0.8,0.253,4440.1,1.370321491,0.164455297
P603,P603.1,P603.1.3,P603.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Nitrification.rate.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,38,0.3,0.05,na,na,na,5.97,6.16,21.4,na,na,na,na,na,na,na,1000,na,anova,Y,24,30.4,25.46,6,9,6,1.7321,1,603.1,-3.066739234,0.796181432
P4736,P4736.1,P4736.1.3,P4736.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N2.flux.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,na,Corbicula.fluminea,Corbicula,Venerida,non.native,na,0.07,na,0.05,na,na,na,na,na,na,na,na,na,na,na,na,4,na,882,1.5,anova,Y,82,2800,1312.5,437.5,39,4.4898,2.8278,1.6327,4736.1,-1.484343382,0.190647591
P4302,P4302.1,na,P4302.1,1,1.1,organisms,macrofauna.habitat,,Invertebrate.abundance.system,1,Brazil,Brazil,SouthAm,Field,River,RiverField,Independent,N,Several,Several,Unionida,native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,60,na,na,na,na,na,1080,25.34,75.29,9.72,1080,19.44,32.3,4.17,4302.1,-0.015578501,0.009894389
P1666,P1666.1,P1666.1.1,P1666.1,1,1.1,organisms,macrofauna.habitat,,Density.of.FB.system,1,Uruguay,Uruguay,SouthAm,Meso,River,RiverMeso,Independent,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,1,na,1.45,na,na,na,na,na,na,17,na,na,na,na,na,na,na,na,na,anova,Y,4,5809,2178,28.58,4,18712,9295,4647.5,na,-1.662078966,0.550728489
P3223,P3223.1,na,P3223.1,1,1.2,organisms,zooplankton,,Survival.rate.Alona.glabra.system,-1,Argentina,Argentina,SouthAm,Lab,Lab,Lab,Repeated,Y,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,0.2,na,na,na,na,na,na,na,20,na,na,na,na,na,1,20,na,2.45,mann.whitney,Y,60,90,63.25,20,24,100,0,0,3223.1,-0.341380943,0.116816155
P2575,P2575.1,P2575.1.6,P2575.2,1,1.2,organisms,zooplankton,,Eco-exergy.levels,1,Brazil,Brazil,SouthAm,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0,na,na,na,na,na,na,na,na,21,na,na,na,na,na,2,na,na,2.23,glm,Y,41,46,12,1.77,121,7.3,2.5,1.44,2575.2,1.647890333,0.40957428
P3224,P3224.2,P3224.2.2,P3224.2,1,1.2,organisms,zooplankton,,Cladocera.density.system,-1,Argentina,Argentina,SouthAm,Meso,River,RiverMeso,Independent,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,200,na,na,na,0.85,0.13,na,7.75,26.75,8.45,na,na,na,na,192,0.96,752,1.61,anova,Y,63,21.42,7.94,1.72,180,30.92,3,0.39,3224.2,-3.214568379,0.174211637
P1551,P1551.1,P1551.1.2,P1551.1,1,1.3,organisms,algae,,Algae.concentration.system,-1,Argentina,Argentina,SouthAm,Meso,ConcreteTank,ConcreteTankMeso,Independent,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,70,na,na,0.0038,na,0.1,na,8.1,18.4,7.2,na,na,na,na,100,1.4,na,2.11,anova,Y,3,8510,2830,1633.9013,3,58950,0,0,na,20.16478646,34.31155107
P1065,P1065.3,na,P1065.3,1,1.3,organisms,algae,,Phytoplankton.abundance.system,-1,Argentina,Argentina,SouthAm,Lab,Lab,Lab,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,3,na,na,na,na,0.07,na,na,na,6.89,na,na,na,na,5,1.7,na,2,anova,N,3,186,261.54,151,3,24505,7641.81,4412,na,-3.598323931,1.505661259
P744,P744.2,P744.2.2,P744.2,1,1.3,organisms,algae,,Algae.density.system,-1,Uruguay,Uruguay,SouthAm,Meso,Lake,LakeMeso,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,780000000,na,400,1,na,na,na,na,na,na,25,na,na,na,na,na,100,0.25,na,1.84,tukey,Y,6,5865.3846,576.9231,407.9462,42,0,0,0,744.2,-37.74253092,23.44614401
P415,P415.2,P415.2.2,P415.2,1,1.3,organisms,algae,,Chl.concentration.FB,1,Argentina,Argentina,SouthAm,Lab,na,Lab,Independent,N,Diplodon.chilensis,Diplodon,Unionida,native,na,na,na,na,na,na,na,na,na,na,14,na,na,na,na,na,1,1.43,na,7.04,anova,Y,7,36.68,17.4355,6.59,5,6.087,4.3478,1.9444,na,-2.048941845,0.467062076
P415,P415.2,P415.2.1,P415.2,1,1.3,organisms,algae,,Phytoplankton.abundance.system,-1,Argentina,Argentina,SouthAm,Lab,na,Lab,Independent,N,Diplodon.chilensis,Diplodon,Unionida,native,na,na,na,na,na,na,na,0.3134,na,na,14,na,na,na,na,na,1,1.43,na,7.04,anova,Y,7,5071,1280.5436,484,5,295.6522,26.087,11.6664,na,4.443373655,1.114787357
P3720,P3720.5,P3720.1.5,P3720.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,Argentina,Argentina,SouthAm,Lab,Polythene.bags,Polythene.bagsLab,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,70,na,na,0.00501,na,0.07,na,8.95,25.04,7,na,0.34,na,120,350,5,na,na,anova,Y,4,6,8.24,4.12,3,9.81,0.08,0.0462,na,0.502660635,0.431713437
P3720,P3720.2,P3720.1.2,P3720.2,1,1.3,organisms,algae,,Phytoplankton.abundance.system,-1,Argentina,Argentina,SouthAm,Lab,Polythene.bags,Polythene.bagsLab,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,70,na,na,0.00501,na,0.07,na,8.95,25.04,7,na,0.34,na,120,350,5,na,na,anova,Y,4,1.34,0.44,0.22,3,2.92,0.01,0.0058,na,-3.903196401,1.501875896
P2726,P2726.1,P2726.1.1,P2726.1,1,1.5,organisms,invasive,,Invasive.species.dispersion,-1,Brazil,Brazil,SouthAm,Field,River,RiverField,Independent,Y,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,na,0.94,na,0.51,na,0.00743,na,8.35,23.74,9.24,na,na,na,na,na,na,na,na,chi.square,Y,38,0.763,0.431,0.0699,82,0.085,0.281,0.031,na,-2.008984468,0.054838633
P1551,P1551.1,P1551.1.1,P1551.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Herbicide.concentration.system,-1,Argentina,Argentina,SouthAm,Meso,ConcreteTank,ConcreteTankMeso,Independent,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,70,na,na,0,na,0.1,na,8.1,18.4,7.2,na,na,na,na,100,1.4,na,2.11,anova,Y,3,35,1,0.5774,3,65,3,1.7321,na,10.73312629,10.02666667
P743,P743.2,P743.2.1,P743.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ammonia.concentration.system,-1,Argentina,Argentina,SouthAm,Meso,Lake,LakeMeso,Independent,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,400,0.9,na,na,na,na,na,na,na,na,na,na,na,na,1714,4.29,na,2.45,anova,Y,4,220,19.8,14,86,25,7,1.75,743.1,-10.9851748,3.986824066
P103,P103.1,na,P103.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pb.concentration.FB,1,Brazil,Brazil,SouthAm,Lab,na,Lab,Independent,N,Hyridella.australis,Hyridella,Unionida,native,na,na,10,na,na,na,na,na,na,na,23.5,na,na,na,na,na,na,na,na,na,na,na,480,2.9,1.1619,0.3,96,16,1.7321,1,103.1,-16.20564431,2.652950088
P415,P415.4,P415.4.1,P415.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Turbidity.level.system,-1,Argentina,Argentina,SouthAm,Lab,na,Lab,Independent,N,Diplodon.chilensis,Diplodon,Unionida,native,na,na,na,na,na,na,na,0.25,na,na,14,na,na,na,na,na,1,1.43,na,7.04,anova,Y,7,1.43,0.5292,0.2,3,29.446,9344.4141,5395,na,0.005416022,0.388485684
P2110,P2110.1,P2110.1.1.,P2110.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Herbicide.concentration.FB,1,Brazil,Brazil,SouthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,3,na,0,na,na,na,na,7.5,21.3,5.66,3.5,na,na,na,20,66.6,na,2.4,na,na,2,27,1,0.7071,1,0,0,0,na,0,0
P2110,P2110.1,P2110.1.2.,P2110.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Herbicide.concentration.system,-1,Brazil,Brazil,SouthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,3,na,0,na,na,na,na,7.6,22.2,6.27,3.5,na,na,na,20,66.6,na,2.4,na,na,2,0.03,0.004,0.0028,1,0,0,0,na,0,0
P3720,P3720.1,P3720.1.1,P3720.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Herbicide.concentration.system,-1,Argentina,Argentina,SouthAm,Lab,Polythene.bags,Polythene.bagsLab,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,70,na,na,0.01,na,0.07,na,8.95,25.04,7,na,0.34,na,120,350,5,na,na,anova,Y,8,8.7,0.6,0.3,18,701,303,78.2343,3720.1,1.824684001,0.3014708
P1123,P1123.1,P1123.1.3,P1123.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Herbicide.concentration.system,-1,Argentina,Argentina,SouthAm,Meso,River,RiverMeso,Repeated,Y,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,na,na,na,na,na,na,na,na,24,na,na,na,na,na,10,5,na,2.2,anova,Y,14,9.5,1.6,0.8,14,15.5,0.4,0.2,1123.1,5.654299861,1.320333761
P3252,P3252.1,na,P3252.1,2,2.1,human.inputs,human.inputs,sediments,Amount.of.filtered.particles,1,Brazil,Brazil,SouthAm,Lab,na,Lab,Repeated,N,Anodontites.trapesialis,Anodontites,Unionida,native,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,1,0.25,na,13,spearman,Y,8,0.21,0.06,0.0212,8,0.021,0.0045,0.0016,na,4.199989214,0.774718243
P1065,P1065.1,na,P1065.1,3,3.2,physico.chemical.conditions,regulation.chemical,mediation.wastes,Turbidity.level.system,-1,Argentina,Argentina,SouthAm,Lab,na,Lab,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,3,na,na,na,na,0.07,na,na,na,6.89,na,na,na,na,5,1.7,na,2,anova,N,3,6,0,0,3,17.33,0.5716,0.33,na,22.42552787,42.33535835
P1065,P1065.2,na,P1065.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,Argentina,Argentina,SouthAm,Lab,na,Lab,Repeated,N,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,3,na,na,na,na,0.07,na,na,na,6.89,na,na,na,na,5,1.7,na,2,anova,Y,3,0.04,0.02,0.01,3,0.027,0.0173,0.01,na,-0.55618552,0.452445194
P4401,P4401.2,P4401.2.1,P4401.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,Chile,Chile,SouthAm,Meso,na,Meso,Repeated,N,Diplodon.chilensis,Diplodon,Unionida,native,na,na,450,na,na,na,na,na,na,7.55,12,7.6,na,0.7,na,na,35,0.48,50,4.5,anova,Y,3,19.2,4.5033,2.6,1,93,0,0,na,9.364561227,11.39725002
P1123,P1123.1,P1123.1.6,P1123.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO3.concentration.system,-1,Argentina,Argentina,SouthAm,Meso,River,RiverMeso,Repeated,Y,Limnoperna.fortunei,Limnoperna,Mytilida,non.native,na,na,na,na,na,na,0.33,na,na,na,24,na,na,na,na,na,20,10,na,2.2,anova,Y,16,6.9,1.1,0.55,16,0.33,0.1,0.05,1123.2,-7.082243312,1.542436353
